gid,team,gameNumber,opp,home,spread,n,wins,scored,allowed,lob,n_vs,wins_vs,scored_vs,allowed_vs,dn,dUR,dTUR,dP,dA,dE,dPB,pn,p_W,p_L,p_SV,p_R,p_ER,p_IP,p_BF,p_S,p_D,p_T,p_HR,p_BB,p_HBP,p_IBB,p_K,p_BK,p_WP,p_PO,p_GDP,b_O,b_E,b_S,b_D,b_T,b_HR,b_BB,b_IBB,b_HBP,b_K,b_I,b_SH,b_SF,b_GDP,b_R,b_RBI,b_SB,b_CS,b_PO
20040908OAKBOS0,OAK,139,BOS,1,-5,20,15,115,83,147,8,1,37,68,20,7,0,532,234,13,1,20,11,4,0,55,47,434,593,110,26,3,4,27,9,2,76,1,4,2,0,332,3,109,42,1,25,64,2,8,95,0,3,4,19,98,84,5,2,0
20040707CHAANA0,ANA,83,CHA,0,12,20,8,88,87,137,4,2,16,18,20,3,0,516,168,9,2,20,8,7,0,62,64,343,510,91,27,3,17,29,5,2,65,0,1,0,0,361,7,141,41,4,16,53,3,4,113,0,6,6,20,100,89,12,4,0
20040711SDNCOL0,COL,87,SDN,0,-2,20,12,119,104,142,9,6,54,33,20,10,0,544,234,16,0,17,3,6,0,84,70,267,437,81,22,5,19,35,3,5,32,1,2,0,0,323,9,120,40,4,19,74,6,8,122,0,10,5,9,102,103,6,6,0
20040910KCATBA0,KCA,140,TBA,1,3,20,7,115,121,137,3,0,3,18,20,17,0,516,164,17,1,14,2,8,0,54,56,234,344,52,23,2,13,21,5,3,40,0,6,4,0,327,7,136,32,3,22,48,1,6,152,0,2,3,17,100,98,2,4,2
20040525NYNPHI0,PHI,43,NYN,0,-5,20,14,128,93,145,0,0,0,0,20,18,0,546,237,20,1,11,6,0,0,26,27,184,266,40,15,0,10,19,0,4,38,0,1,0,0,317,6,116,34,6,32,77,10,6,119,0,4,6,11,121,113,18,5,0
20040716NYNPHI0,PHI,89,NYN,0,4,20,10,108,112,174,10,3,29,49,20,5,0,557,187,9,2,20,6,6,0,71,70,356,532,90,31,3,15,37,6,4,95,0,2,0,0,351,6,106,40,2,32,80,15,9,134,0,8,2,10,111,112,10,1,1
20040516SFNPIT0,PIT,35,SFN,0,7,20,9,97,93,140,2,2,10,6,20,8,0,561,231,10,1,20,8,9,0,47,48,373,535,79,16,5,14,48,4,3,99,0,4,1,0,332,4,119,28,8,16,40,4,11,127,0,9,2,12,83,81,9,5,0
20040831SLNSDN0,SLN,131,SDN,1,6,20,14,107,74,130,0,0,0,0,20,7,0,538,228,11,2,20,9,5,0,56,52,383,546,75,32,1,14,39,5,2,90,0,10,2,0,325,6,112,35,5,30,65,7,12,122,0,5,8,13,108,103,13,7,0
20040624FLOATL0,ATL,71,FLO,0,5,20,7,78,115,139,8,5,32,27,20,10,1,525,209,20,0,20,3,10,0,56,57,347,529,113,21,1,12,46,0,2,64,2,5,0,0,322,10,102,34,2,23,65,0,10,133,0,6,4,17,80,80,6,6,0
20040625LANANA0,ANA,73,LAN,0,13,20,7,67,93,143,0,0,0,0,20,2,0,570,190,9,2,20,8,6,0,62,64,344,507,87,29,3,15,29,5,2,68,0,1,0,0,335,7,132,41,6,9,43,5,6,95,0,7,6,15,82,78,13,6,0
20040701PHIMON0,PHI,77,MON,1,5,20,11,122,116,152,12,8,73,46,20,3,0,526,163,7,1,20,7,6,0,60,57,352,509,75,27,0,18,39,4,2,88,0,1,0,0,341,7,111,41,3,34,85,8,9,113,0,7,8,13,121,112,6,2,0
20040805COLCHN0,COL,108,CHN,1,-4,20,11,116,99,145,5,1,19,35,20,5,0,537,239,9,2,20,10,7,0,75,76,365,565,95,29,6,19,53,3,10,77,1,1,1,0,338,9,108,34,10,40,65,5,6,108,0,11,4,17,117,116,6,2,0
20040730SFNSLN0,SLN,102,SFN,0,3,20,16,115,75,150,3,1,11,12,20,2,0,546,248,6,2,19,10,4,0,55,54,383,526,82,21,0,18,27,6,2,104,0,1,0,0,338,7,125,34,1,36,58,5,4,117,0,10,7,13,107,104,9,4,1
20040428CHACLE0,CHA,20,CLE,1,1,19,11,99,88,126,1,0,7,11,19,7,0,511,197,15,2,3,2,1,0,7,6,58,81,12,3,0,1,9,1,0,7,0,1,0,0,383,7,129,35,1,28,60,3,9,99,0,6,7,14,96,98,14,3,4
20040611ANACHN0,ANA,60,CHN,1,1,20,8,79,100,139,0,0,0,0,20,1,0,556,185,9,1,20,6,13,0,64,59,389,551,83,26,3,19,38,7,3,70,1,5,2,0,388,4,143,27,6,15,41,5,11,103,0,6,2,15,88,78,25,5,0
20040629CINNYN0,CIN,76,NYN,1,-2,20,8,102,135,144,3,2,16,13,20,9,0,536,196,10,1,14,4,2,0,38,39,237,329,44,26,1,11,14,1,1,48,2,2,0,0,317,2,115,34,3,21,64,4,5,121,0,7,4,12,84,79,13,6,3
20040702SDNKCA0,KCA,77,SDN,0,-2,20,8,86,110,145,0,0,0,0,20,14,1,534,191,22,3,10,2,2,0,28,29,172,250,40,14,3,4,25,1,0,41,0,4,1,0,305,7,87,22,4,9,40,2,6,92,0,6,4,14,55,62,10,2,0
20040911CINMIL0,CIN,141,MIL,1,9,20,7,80,108,154,16,9,92,86,20,8,0,531,189,9,1,5,2,1,0,8,9,82,116,12,9,0,2,11,1,1,17,0,3,0,0,248,5,73,27,1,23,63,0,10,130,0,3,3,13,63,75,6,3,0
20040929BALTOR1,BAL,156,TOR,1,1,20,11,112,86,139,16,8,90,87,20,14,0,539,219,16,1,8,1,2,0,23,20,143,196,24,6,2,9,15,0,0,31,0,0,0,0,344,5,130,42,3,22,49,4,6,141,0,5,1,10,110,106,7,3,0
20040626BOSPHI0,PHI,72,BOS,0,7,20,10,109,115,136,1,0,1,12,20,3,0,520,171,9,0,20,7,7,0,63,60,355,513,70,30,0,19,38,4,4,90,0,1,0,0,362,8,104,38,2,34,85,5,7,119,0,1,6,18,105,107,9,3,0
20040717DETNYA0,DET,90,NYA,1,-2,20,12,125,107,129,5,3,31,24,20,6,0,534,186,16,2,20,6,8,0,67,70,317,484,82,24,3,12,48,5,0,68,0,8,0,0,344,7,122,45,10,31,42,11,9,149,0,5,2,8,118,116,10,4,2
20040701PHIMON0,MON,77,PHI,0,-5,20,8,98,120,128,12,4,46,73,20,8,0,527,219,11,1,2,0,2,0,12,8,17,34,8,2,0,2,4,0,2,5,1,0,1,0,341,5,92,28,2,26,48,7,9,95,0,2,6,17,82,91,7,4,1
20040418ATLFLO0,FLO,12,ATL,0,-1,11,8,43,22,67,2,0,5,9,11,2,0,291,97,2,0,20,10,7,0,59,60,375,499,72,22,1,19,27,2,1,91,0,1,1,0,355,6,114,19,0,17,54,1,5,102,0,10,3,12,73,70,9,4,2
20040612CHAATL0,CHA,58,ATL,1,2,20,11,132,93,146,1,0,4,6,20,1,0,539,221,8,0,20,11,6,0,59,57,407,560,80,25,0,16,41,3,2,104,1,3,1,0,348,5,126,43,3,34,67,3,3,134,0,8,4,14,120,116,11,5,2
20040726TORNYA0,TOR,99,NYA,1,-1,20,9,88,93,150,2,0,3,11,20,6,2,534,216,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,8,137,47,4,12,52,2,10,122,0,3,2,12,94,75,10,2,4
20040729SDNSFN0,SFN,104,SDN,0,-3,20,11,97,93,154,12,3,43,77,20,9,2,529,219,12,2,20,5,6,0,68,62,362,535,96,30,5,11,36,0,4,56,0,7,0,0,351,2,115,42,3,17,58,21,10,97,0,11,9,14,92,91,7,5,0
20040829NYNLAN0,NYN,129,LAN,1,-8,20,8,82,90,140,5,3,28,15,20,5,0,539,235,16,1,20,7,9,0,67,70,398,566,95,29,4,11,32,8,5,81,0,4,1,0,283,7,81,24,2,15,49,8,3,112,0,9,2,11,67,57,9,4,0
20040730MILPIT0,MIL,102,PIT,1,5,20,6,51,91,149,9,1,23,52,20,7,3,516,160,16,0,20,8,8,0,50,50,374,531,93,25,1,6,39,6,1,92,1,3,1,0,315,3,115,20,2,10,55,2,7,146,2,5,6,14,48,43,18,7,3
20040929ARIMIL0,ARI,159,MIL,1,-3,20,7,65,95,128,5,3,31,32,20,7,0,533,211,18,3,20,3,10,0,75,83,326,494,84,16,1,24,44,9,4,89,0,3,0,0,310,6,101,29,1,7,32,1,3,134,0,6,4,10,49,49,9,2,0
20040821CHABOS0,BOS,121,CHA,0,3,20,13,126,83,129,4,2,25,17,20,5,0,528,187,11,1,20,4,8,0,65,57,376,537,76,30,3,11,30,14,3,100,0,3,0,0,333,8,125,48,4,26,72,6,9,131,0,0,8,13,127,123,6,5,0
20040523FLOARI0,ARI,43,FLO,0,1,20,7,76,105,139,2,0,7,17,20,10,0,552,233,17,2,20,9,8,0,53,51,401,546,71,26,3,16,31,5,2,159,0,2,0,0,375,6,101,33,9,23,47,12,3,108,1,10,9,13,79,77,6,4,0
20040811BOSTBA0,BOS,112,TBA,1,10,20,11,123,108,123,11,8,60,38,20,6,2,525,180,10,3,20,8,9,0,79,66,347,535,101,28,2,10,46,6,2,59,0,2,0,0,366,6,119,39,5,31,75,0,10,114,0,0,8,12,106,128,6,5,1
20040805MILNYN0,MIL,107,NYN,1,-5,20,6,55,99,147,5,2,26,33,20,7,0,516,163,16,1,20,9,7,0,48,45,334,475,72,25,3,8,36,3,3,80,1,1,1,0,306,4,107,26,3,10,50,7,7,135,2,6,8,17,51,45,18,6,2
20040610BALARI0,ARI,60,BAL,0,3,20,7,82,122,142,2,1,10,9,20,9,1,518,211,12,4,19,5,9,0,63,62,280,421,62,33,5,11,39,3,1,74,2,5,0,0,288,3,103,29,9,13,47,3,3,75,0,4,4,13,71,57,3,4,0
20040711MINDET0,DET,87,MIN,0,2,20,10,119,120,151,12,6,62,60,20,9,0,530,178,19,2,20,6,9,0,66,65,353,515,91,22,4,16,33,4,1,72,0,2,1,0,336,6,107,48,5,27,34,10,9,138,0,4,3,9,101,98,7,3,2
20040825CHNMIL0,CHN,126,MIL,1,2,20,12,118,91,136,16,9,70,46,20,10,1,541,211,16,0,20,11,6,0,53,53,394,530,101,15,3,18,13,3,2,90,0,2,0,0,349,8,115,35,1,38,46,2,6,122,0,9,6,12,106,103,18,3,1
20040504CINMIL0,MIL,26,CIN,0,4,20,9,93,102,136,2,2,19,17,20,9,0,555,235,10,2,4,0,2,0,15,15,58,84,14,3,0,5,9,0,0,11,0,0,0,0,331,7,96,31,5,19,55,9,6,123,0,7,4,15,84,83,15,2,2
20040924CHAKCA0,KCA,153,CHA,0,2,20,9,122,102,144,12,4,67,76,20,8,0,523,177,9,1,20,7,8,0,73,76,359,519,76,26,2,21,34,3,0,42,0,3,1,0,325,9,120,39,2,18,55,2,4,137,0,5,4,17,111,91,9,2,2
20040824OAKBAL0,OAK,125,BAL,1,4,20,12,99,81,163,4,4,23,8,20,3,0,568,234,7,0,20,14,2,0,65,66,456,620,95,24,2,16,51,7,0,94,0,10,2,0,394,10,136,38,1,25,76,3,10,128,0,1,3,22,102,96,3,5,1
20040531ATLMON0,MON,50,ATL,0,-6,20,8,67,79,129,3,1,4,12,20,3,0,553,229,7,0,20,6,7,0,47,51,433,595,95,22,2,14,36,6,2,116,0,2,1,0,416,6,105,30,3,22,53,7,4,64,0,16,3,17,77,63,14,3,1
20040815PITCOL0,COL,118,PIT,0,-3,20,12,108,103,146,5,2,29,40,20,4,0,534,220,7,3,20,5,6,0,57,58,349,509,76,25,2,14,41,8,6,83,0,3,5,0,261,5,82,22,7,30,52,1,7,88,0,9,2,13,86,80,5,3,0
20040629PHIMON0,PHI,75,MON,1,10,20,10,117,123,144,10,7,53,33,20,3,0,520,161,8,1,18,10,2,0,43,45,307,444,64,23,1,18,33,0,5,76,0,2,0,0,330,8,108,35,3,32,78,7,9,119,0,3,7,13,105,101,9,2,0
20040820SLNPIT1,SLN,121,PIT,1,1,20,14,107,83,164,10,5,47,37,20,7,0,546,236,12,1,16,4,8,0,49,54,244,363,65,22,3,11,24,5,1,47,0,3,0,0,324,6,112,38,5,32,78,7,9,120,0,7,5,12,115,96,15,7,0
20040527TORANA0,TOR,47,ANA,1,1,20,11,96,98,137,2,2,12,10,20,5,0,530,205,11,4,20,10,8,0,59,55,434,592,103,27,1,12,29,4,1,114,1,1,0,0,305,13,114,24,3,15,51,6,12,103,0,5,6,18,72,77,3,4,1
20040709TORANA0,TOR,86,ANA,1,-1,20,11,103,95,155,3,3,15,12,20,2,0,525,200,9,1,20,10,6,0,53,53,420,574,98,23,0,10,34,3,1,109,2,2,0,0,350,9,118,37,5,18,64,4,15,138,0,3,6,16,99,102,7,5,1
20040730CINHOU0,HOU,103,CIN,0,-1,20,9,96,84,137,8,3,43,46,20,9,0,528,210,12,0,9,2,4,0,22,26,129,195,35,13,3,3,9,4,1,23,0,1,0,0,333,12,99,25,4,30,56,4,8,95,0,6,5,14,93,81,13,1,0
20040626BALATL0,ATL,73,BAL,0,5,20,7,76,110,139,1,0,0,5,20,5,1,522,211,15,0,20,9,8,0,55,55,349,504,72,24,1,8,58,1,4,97,0,4,0,0,304,10,105,34,3,18,61,1,9,121,0,4,3,19,76,73,5,6,0
20040413SFNMIL0,MIL,9,SFN,0,-2,8,4,52,53,65,1,0,5,7,8,5,0,210,68,6,0,6,3,3,0,19,16,98,139,18,6,0,5,9,6,0,26,0,4,3,0,322,8,88,33,8,18,68,9,11,132,0,5,3,13,81,86,14,2,1
20040811ATLMIL0,ATL,112,MIL,1,7,20,15,86,57,161,4,2,16,13,20,7,0,543,209,18,2,20,7,8,0,56,63,362,545,107,27,1,10,45,1,3,65,1,3,2,0,332,3,134,31,2,17,68,11,7,126,0,4,2,17,93,76,17,4,0
20040429BALSEA0,BAL,20,SEA,1,4,19,11,109,92,154,2,1,8,8,19,9,0,538,227,17,1,14,5,7,0,33,35,265,369,47,15,2,9,31,4,2,46,2,1,1,0,390,14,139,38,1,18,72,7,11,94,0,6,11,17,105,98,19,4,3
20040805TORCLE0,TOR,108,CLE,1,-3,20,8,74,98,140,3,2,18,21,20,5,2,540,213,13,0,5,1,2,0,13,12,89,126,23,6,0,2,6,2,1,15,0,1,0,0,372,9,123,37,5,18,47,1,7,138,0,1,2,10,73,61,8,2,4
20040709SFNARI0,SFN,87,ARI,1,5,20,11,112,97,146,8,4,41,45,20,11,3,536,195,10,2,20,8,7,0,59,57,361,511,76,22,5,15,30,15,0,79,1,1,2,0,366,8,104,32,4,24,69,24,8,103,0,13,8,15,108,107,5,4,4
20040629PITSLN0,SLN,77,PIT,0,-3,20,14,118,85,129,7,5,40,25,20,6,0,535,211,15,1,14,8,2,0,39,38,284,386,57,13,0,15,19,6,0,75,0,0,0,0,329,10,117,34,2,20,49,7,3,119,0,6,8,12,102,100,10,2,1
20040803HOUATL0,HOU,106,ATL,1,1,20,10,103,79,145,3,2,11,9,20,9,0,545,217,11,0,20,11,3,0,44,42,388,536,68,22,3,12,47,5,4,132,0,3,0,0,350,12,109,27,4,28,64,5,8,110,0,5,3,15,94,83,14,1,1
20040906OAKBOS0,BOS,136,OAK,0,5,20,17,125,78,164,6,5,53,33,20,3,0,537,196,10,0,20,6,8,0,66,56,368,532,74,33,2,10,33,14,3,101,0,3,1,0,320,8,110,62,5,30,78,8,9,133,0,3,13,17,129,132,12,3,1
20040907HOUCIN0,CIN,137,HOU,0,-2,20,7,77,111,156,15,6,65,99,20,9,2,531,185,11,0,20,6,5,0,67,65,371,544,87,25,2,19,44,4,3,83,0,2,0,0,261,7,87,35,3,19,62,1,11,146,0,10,2,13,74,75,10,3,1
20040624SLNCHN0,CHN,72,SLN,0,-4,20,13,100,75,153,13,7,71,57,20,2,0,552,204,8,1,20,10,6,0,43,47,393,539,79,17,2,8,42,9,1,126,0,8,0,0,342,12,125,45,5,26,52,7,7,121,0,11,5,5,95,96,7,7,1
20040612KCANYN0,KCA,59,NYN,1,1,20,9,77,105,122,1,1,7,5,20,8,0,537,207,14,1,20,9,6,0,70,79,317,495,85,22,1,22,51,3,3,45,3,5,1,0,335,3,113,33,4,13,38,2,13,111,0,5,6,11,81,68,7,5,2
20040505HOUPIT0,PIT,25,HOU,0,-4,20,10,87,95,154,3,1,7,8,20,9,1,537,195,17,1,20,10,8,0,40,40,386,543,82,14,4,13,45,4,2,101,0,3,1,0,319,2,121,32,4,13,43,2,14,112,1,8,7,12,73,73,11,5,2
20040610MINNYN0,NYN,59,MIN,0,-1,20,10,79,76,141,2,0,4,7,20,13,2,536,227,19,0,5,1,0,0,9,8,77,107,21,3,0,1,6,1,0,14,0,0,0,0,369,7,105,43,2,22,44,7,3,143,0,1,2,14,75,75,12,4,0
20040627TORMON0,MON,73,TOR,0,5,20,7,84,100,128,2,0,6,13,20,8,0,531,226,11,2,20,4,9,0,56,61,429,598,93,21,2,20,42,5,3,108,0,2,2,0,374,5,106,33,2,23,51,9,6,107,0,6,4,16,77,88,5,5,1
20040813CINSDN0,CIN,115,SDN,1,-9,20,5,95,153,133,3,1,9,13,20,19,1,534,206,23,1,20,7,3,0,67,64,381,560,88,30,2,19,42,6,3,84,0,3,0,0,339,5,106,36,1,25,60,1,7,157,0,7,3,18,86,89,5,5,1
20040822COLMON0,COL,124,MON,1,-6,20,10,99,109,149,5,2,15,19,20,6,0,531,213,9,4,20,10,7,0,68,70,371,565,94,29,5,19,51,3,10,80,1,1,0,0,258,6,99,26,5,18,48,5,10,102,0,6,2,13,80,62,6,3,0
20040921NYATOR0,NYA,151,TOR,1,2,20,13,123,105,141,14,10,95,55,20,2,0,534,185,5,1,20,5,6,0,79,78,377,559,100,30,2,22,41,3,3,80,0,3,0,0,355,9,128,37,1,22,86,8,12,109,0,2,10,20,114,119,9,4,1
20040930LANCOL0,LAN,159,COL,1,2,20,11,98,112,143,18,10,82,91,20,6,0,531,202,12,2,20,10,4,0,58,59,394,529,79,21,1,30,14,1,4,73,0,3,0,0,327,4,111,23,3,25,69,7,7,121,0,8,4,9,85,95,8,4,2
20040624SFNLAN0,SFN,73,LAN,1,6,20,14,136,101,179,9,4,38,41,20,9,1,547,204,12,2,20,5,6,0,75,68,341,517,90,34,3,14,35,2,3,55,0,4,0,0,384,10,116,41,9,25,68,24,8,91,0,9,8,19,122,123,5,2,1
20040817TEXCLE0,CLE,121,TEX,0,-12,20,13,113,92,160,7,1,27,44,20,11,0,536,181,13,4,20,8,4,0,62,61,338,502,64,26,4,21,47,4,1,103,0,4,0,0,392,9,124,44,5,26,75,3,11,93,2,4,6,18,112,100,8,6,1
20040421MILARI0,ARI,14,MIL,0,-4,13,4,63,89,75,1,0,2,4,13,6,0,342,130,9,2,20,7,8,0,62,59,388,549,82,31,2,17,30,8,3,141,1,1,0,0,367,7,100,38,6,29,60,5,5,97,0,6,7,18,98,94,3,2,0
20040825DETCHA0,CHA,124,DET,0,-1,20,7,98,124,115,12,5,59,67,20,9,0,528,218,12,2,20,10,6,0,57,57,425,585,113,19,2,17,26,6,1,96,0,0,4,0,339,6,103,28,4,25,47,3,12,119,0,5,10,11,94,91,5,8,1
20040708BOSOAK0,BOS,83,OAK,1,1,20,8,122,95,163,5,4,45,26,20,20,0,536,202,19,3,20,12,5,0,53,52,414,568,88,36,1,11,25,2,1,128,0,2,0,0,359,6,128,37,4,31,56,6,9,125,0,1,5,16,104,106,6,2,0
20040928OAKSEA0,SEA,157,OAK,0,5,20,9,84,94,151,16,6,62,78,20,13,0,533,158,10,1,20,6,5,0,64,64,325,481,61,35,1,20,42,4,0,88,0,3,1,0,322,7,124,27,0,13,36,9,4,115,0,1,5,12,71,61,7,4,1
20040416TORBAL0,BAL,9,TOR,0,9,8,4,41,42,64,0,0,0,0,8,5,0,232,102,9,0,3,1,0,0,4,3,49,68,7,1,0,2,9,0,0,13,0,0,1,0,365,12,131,29,1,22,66,7,8,121,0,7,5,20,94,89,12,4,0
20040417CLEDET0,CLE,12,DET,1,-5,11,4,59,53,85,1,1,10,3,11,4,0,315,127,7,2,20,5,7,0,58,60,389,538,83,25,2,16,33,6,3,65,0,3,6,0,381,8,119,38,2,19,49,8,8,126,0,7,3,19,90,85,16,6,1
20040813MILFLO0,MIL,114,FLO,1,2,20,6,63,110,139,3,1,8,12,20,14,1,522,151,19,2,20,5,7,0,64,72,318,482,87,22,4,15,36,5,1,47,0,7,0,0,309,3,108,35,5,12,47,7,5,150,2,3,4,20,56,60,17,5,2
20040620ARITBA0,ARI,69,TBA,1,-1,20,9,84,119,134,2,0,6,17,20,16,1,528,206,20,6,20,5,9,0,71,54,352,519,71,20,3,8,59,7,6,90,1,10,1,0,295,0,107,35,5,11,45,2,3,92,0,3,4,12,73,60,3,3,0
20040703ANALAN0,ANA,80,LAN,1,-3,20,8,88,89,144,4,3,32,18,20,3,0,534,178,11,2,20,7,8,0,80,74,370,544,75,31,2,29,43,3,0,83,0,2,1,0,350,7,149,47,3,14,51,3,5,107,0,4,6,17,98,90,17,3,0
20040731MILPIT0,PIT,102,MIL,0,3,20,11,78,58,122,10,8,52,28,20,4,0,529,235,9,0,19,4,9,0,69,72,276,437,71,26,2,14,39,7,9,70,0,1,0,0,326,10,128,37,4,13,46,1,15,92,0,10,6,20,85,84,11,6,1
20040808ARIATL0,ARI,113,ATL,1,-7,20,4,62,126,142,5,2,13,19,20,15,0,525,217,18,3,20,3,12,0,76,74,305,472,80,25,4,20,39,7,3,76,2,3,0,0,255,3,95,29,3,2,35,3,1,71,0,5,4,15,43,40,4,2,2
20040507CHNCOL0,COL,28,CHN,0,-11,20,9,125,129,134,0,0,0,0,20,8,0,519,220,13,4,20,6,7,0,71,72,322,487,73,28,0,20,55,1,1,74,0,2,0,0,261,6,92,33,4,29,58,5,4,105,0,10,2,10,108,87,4,7,2
20040612NYASDN0,SDN,61,NYA,0,-1,20,10,96,91,138,1,1,10,2,20,14,0,525,176,16,0,3,0,3,0,11,9,37,60,6,5,1,0,7,0,2,14,0,0,0,0,394,3,151,33,4,15,58,7,9,93,0,2,6,18,101,79,10,3,2
20040515MILATL0,ATL,35,MIL,0,5,20,8,85,91,138,1,1,2,0,20,13,0,509,213,18,3,20,11,7,0,56,56,353,515,68,27,1,12,53,2,5,100,0,5,1,0,298,5,95,34,4,21,52,9,3,106,0,4,7,11,79,80,4,3,0
20040526COLSDN0,COL,45,SDN,1,7,20,6,86,136,147,1,0,6,11,20,3,0,540,215,14,2,20,5,11,0,85,82,326,513,88,32,3,18,52,2,7,63,0,3,2,0,342,5,91,42,5,29,41,4,7,143,0,7,5,11,84,97,4,6,1
20040505TEXTBA0,TBA,26,TEX,0,-5,20,6,66,97,118,2,1,5,13,20,3,0,520,181,9,0,7,3,3,0,16,18,137,183,21,6,0,7,14,3,0,34,0,0,0,0,380,6,112,19,6,19,48,7,5,103,0,3,3,18,72,67,18,7,1
20040723PHICHN0,CHN,96,PHI,0,4,20,10,82,71,123,0,0,0,0,20,4,0,519,180,12,2,20,8,7,0,41,38,377,521,56,20,2,12,52,10,0,158,0,6,1,0,314,9,103,36,6,33,47,7,3,138,0,7,4,13,97,88,3,5,3
20040421NYNMON0,MON,15,NYN,0,1,14,3,22,53,95,5,2,7,12,14,6,0,366,131,7,0,20,9,6,0,46,43,448,597,90,17,0,17,35,3,2,128,0,4,1,0,346,4,92,23,1,16,40,1,3,98,0,7,2,11,42,50,6,1,1
20040829CHNHOU0,HOU,130,CHN,0,7,20,11,109,116,129,18,8,81,88,20,9,0,539,186,16,0,3,0,1,0,11,11,51,79,13,5,0,4,7,2,0,13,0,0,0,0,330,4,94,33,4,25,65,4,5,103,0,5,3,18,87,94,16,7,0
20040914MILSFN0,SFN,145,MIL,0,1,20,11,114,100,164,3,2,11,10,20,5,0,534,213,11,1,20,6,7,0,62,63,344,512,95,33,4,11,37,1,5,34,0,1,1,0,358,3,119,50,5,23,63,23,8,87,0,4,7,16,117,100,1,6,3
20040529CLEOAK0,OAK,48,CLE,0,-2,20,14,99,72,166,1,0,0,1,20,7,0,570,223,8,3,20,7,7,0,53,56,345,506,88,19,4,9,54,2,3,110,1,6,0,0,383,7,130,37,1,30,68,5,1,126,0,3,2,12,101,96,11,3,0
20040820HOUCHN0,CHN,121,HOU,0,7,20,11,100,92,120,12,7,44,44,20,10,1,540,194,17,0,20,3,6,0,60,68,345,499,85,23,4,11,33,5,2,85,0,1,1,0,353,7,108,36,2,33,43,2,3,124,0,4,5,13,95,85,14,4,2
20040727COLLAN0,LAN,99,COL,0,-5,20,17,120,65,127,9,5,43,42,20,6,0,543,189,11,1,20,4,5,0,47,41,379,509,71,27,3,14,23,2,7,89,2,1,0,0,343,5,107,30,4,33,53,8,11,99,0,13,5,13,107,116,11,6,2
20040612BOSLAN0,LAN,59,BOS,0,9,20,9,70,63,161,1,0,1,2,20,6,0,525,223,12,0,20,6,9,0,66,69,369,544,102,29,5,8,37,10,1,95,0,2,0,0,325,6,126,30,1,18,47,2,9,102,0,3,1,17,64,68,9,7,1
20040601CHNHOU0,CHN,51,HOU,1,-2,20,10,90,84,144,3,1,6,13,20,3,0,542,217,9,2,20,1,11,0,72,79,322,505,106,31,3,10,40,2,3,79,0,2,1,0,357,6,123,27,2,24,49,9,6,114,0,12,4,19,91,83,5,5,1
20040929SDNSFN0,SDN,158,SFN,1,1,20,12,119,93,153,17,11,97,63,20,7,0,525,171,14,0,20,10,3,0,50,53,381,526,95,27,2,14,12,0,0,75,1,2,2,0,333,7,118,32,4,21,71,4,10,104,0,7,11,13,103,95,5,0,1
20040812ATLMIL0,ATL,113,MIL,1,2,20,15,92,58,164,5,3,26,16,20,7,0,543,216,17,1,20,9,5,0,44,41,355,503,87,20,1,6,43,1,2,98,0,3,1,0,314,3,134,27,2,22,69,14,8,137,0,5,4,19,93,86,18,3,0
20040824CINSLN0,CIN,124,SLN,1,1,20,8,102,131,130,16,3,63,102,20,12,2,522,195,15,0,4,1,1,0,14,14,53,82,12,5,0,6,7,0,0,10,0,0,0,0,302,5,118,39,5,21,70,1,7,125,0,4,2,16,98,85,8,4,1
20040619HOUANA0,ANA,67,HOU,0,2,20,7,71,105,145,1,0,0,5,20,1,0,565,198,10,1,20,8,10,0,75,74,303,470,83,27,3,18,41,8,0,59,1,5,3,0,341,5,131,28,5,11,35,3,6,102,0,6,6,18,71,84,15,7,0
20040626TBAFLO0,TBA,71,FLO,1,2,20,17,118,76,149,1,1,2,0,20,6,0,550,205,9,1,20,7,6,0,64,63,352,515,91,26,0,17,32,3,2,38,0,5,0,0,359,6,126,34,11,16,57,3,8,79,0,4,9,9,110,102,15,6,1
20040909COLSDN0,COL,139,SDN,1,2,20,7,83,105,138,15,8,88,70,20,4,0,516,210,10,3,20,9,6,0,66,67,374,571,100,26,5,13,55,4,10,82,1,3,0,0,292,5,107,35,2,17,40,10,8,108,0,6,3,13,69,60,2,2,1
20040721NYNMON0,MON,94,NYN,0,-1,20,8,65,124,130,7,3,11,16,20,7,0,519,209,13,0,13,2,6,0,39,42,207,307,34,20,3,10,29,4,5,56,0,4,0,0,328,7,104,27,2,17,56,8,2,97,0,2,3,14,76,56,14,5,0
20040620COLBAL0,COL,68,BAL,1,-2,20,7,101,122,133,2,2,16,9,20,5,0,523,226,14,0,20,5,7,0,64,64,329,491,73,18,1,19,46,10,5,84,0,2,4,0,315,7,112,36,5,16,64,5,3,124,0,4,8,12,84,98,8,3,0
20040916MINCHA0,MIN,146,CHA,1,9,20,15,98,68,137,15,8,71,79,20,3,0,535,194,6,0,20,6,7,0,68,65,341,512,103,27,1,16,34,3,0,72,0,1,1,0,343,7,105,27,3,17,59,8,9,108,0,7,4,18,84,80,11,8,2
20040626NYANYN0,NYA,71,NYN,1,-6,20,14,95,93,143,0,0,0,0,20,15,0,537,200,18,1,1,1,0,0,2,2,17,24,2,2,0,1,1,0,0,3,0,0,0,0,379,11,119,23,3,37,76,6,9,107,0,4,4,20,105,98,10,3,0
