gid,team,gameNumber,opp,home,spread,n,wins,scored,allowed,lob,n_vs,wins_vs,scored_vs,allowed_vs,dn,dUR,dTUR,dP,dA,dE,dPB,pn,p_W,p_L,p_SV,p_R,p_ER,p_IP,p_BF,p_S,p_D,p_T,p_HR,p_BB,p_HBP,p_IBB,p_K,p_BK,p_WP,p_PO,p_GDP,b_O,b_E,b_S,b_D,b_T,b_HR,b_BB,b_IBB,b_HBP,b_K,b_I,b_SH,b_SF,b_GDP,b_R,b_RBI,b_SB,b_CS,b_PO
20030804CHAKCA0,KCA,110,CHA,0,4,20,11,110,103,119,9,4,49,59,20,6,0,543,193,9,0,20,6,7,0,52,55,363,511,73,26,3,15,39,5,0,65,1,3,0,0,364,6,132,30,6,28,48,2,14,107,0,9,9,14,108,108,13,8,3
20030425SEADET0,SEA,23,DET,1,6,20,14,104,74,165,0,0,0,0,20,3,0,556,167,9,3,20,7,5,0,54,54,385,541,76,32,1,15,33,6,1,83,0,4,0,0,352,6,121,39,1,13,83,6,11,107,0,8,4,15,97,77,12,2,3
20030427MONHOU0,MON,25,HOU,1,-3,20,12,92,74,123,2,2,13,4,20,11,0,546,208,12,2,20,8,6,0,47,42,377,518,81,27,3,12,27,3,3,73,0,1,1,0,332,11,100,33,1,19,53,9,4,136,0,7,7,22,79,81,9,5,0
20030402TORNYA0,NYA,3,TOR,0,2,2,2,18,5,10,2,2,18,5,2,0,0,54,15,0,0,20,9,8,0,61,58,388,538,86,27,5,16,29,3,1,106,0,4,1,0,261,7,95,32,1,23,49,4,9,107,0,0,4,13,78,92,4,4,0
20030429MILMON0,MON,26,MIL,0,1,20,12,94,77,129,0,0,0,0,20,11,0,549,211,12,2,20,7,9,0,55,54,386,545,81,37,5,15,24,3,2,134,0,2,1,0,318,9,105,38,1,21,59,12,3,133,0,4,5,18,87,85,8,6,0
20030425MONHOU0,HOU,22,MON,0,-8,20,9,86,93,151,0,0,0,0,20,12,0,547,235,13,0,5,1,3,0,20,17,70,107,20,7,1,2,7,0,3,20,1,1,0,0,343,10,117,29,0,23,57,2,13,93,0,0,3,20,82,70,8,4,0
20030529SDNMIL0,MIL,53,SDN,0,1,20,8,102,107,150,5,4,34,22,20,5,0,559,199,10,2,20,4,11,0,58,55,351,515,81,20,3,17,44,4,1,92,1,2,1,0,325,7,93,19,2,25,75,7,3,129,0,8,8,20,88,84,15,2,2
20030702CHAMIN0,MIN,83,CHA,0,-2,20,8,106,123,152,11,5,47,45,20,8,0,532,186,9,1,20,8,6,0,54,53,383,523,79,19,1,18,27,3,1,102,1,4,0,0,309,6,121,35,6,15,60,2,2,133,0,2,7,13,83,86,7,3,2
20030912TORBAL0,BAL,146,TOR,0,-2,20,8,68,93,150,13,6,67,78,20,12,0,550,211,19,3,6,2,3,0,11,15,113,156,21,6,1,2,11,3,0,21,0,0,0,0,382,9,111,31,2,17,53,1,13,118,0,12,3,15,77,70,11,8,3
20030726FLOPHI0,PHI,102,FLO,0,-5,20,11,106,82,161,11,4,45,54,20,6,1,550,229,18,0,20,6,5,0,57,58,280,424,60,28,5,12,34,10,4,78,0,3,0,0,337,7,117,49,3,21,69,7,6,128,0,4,5,21,96,101,6,8,0
20030916TEXSEA0,SEA,151,TEX,0,-5,20,10,85,71,142,17,9,85,75,20,4,0,543,178,12,0,20,9,8,0,54,61,364,509,77,16,5,20,42,0,2,80,0,6,0,0,385,7,118,32,5,10,69,7,3,97,0,2,7,9,86,78,10,3,2
20030507KCABOS0,KCA,31,BOS,1,-3,20,11,102,94,125,5,1,21,31,20,8,0,527,222,18,0,1,0,0,0,3,1,15,23,3,1,1,0,2,0,0,1,0,1,0,0,356,11,113,31,2,29,65,3,6,120,0,8,5,14,102,95,16,6,0
20030606ARICLE0,ARI,61,CLE,1,-3,20,9,97,103,123,0,0,0,0,20,3,0,551,203,9,2,1,1,0,0,3,3,17,27,7,2,0,1,2,0,1,4,0,0,0,0,336,5,92,25,1,18,29,3,5,83,0,7,7,16,74,84,5,1,1
20030515MILCHN0,MIL,41,CHN,1,-2,20,5,80,109,129,6,2,23,35,20,9,0,531,219,15,3,20,10,6,0,62,61,409,567,94,27,2,19,29,3,1,93,0,2,0,0,288,4,86,16,2,23,78,5,10,164,0,4,4,9,70,69,3,4,0
20030509TBADET0,TBA,35,DET,1,2,20,7,78,111,125,3,2,13,13,20,8,0,532,230,12,3,6,1,4,0,26,29,63,113,20,5,0,4,22,0,0,8,0,0,0,0,360,7,119,32,3,11,37,1,7,110,0,5,3,13,71,58,17,5,3
20030419BALTBA0,TBA,17,BAL,0,1,16,5,80,112,119,4,2,28,27,16,7,0,443,174,16,0,14,2,7,0,45,48,223,322,36,12,1,13,42,1,0,38,0,2,0,0,309,7,116,30,2,9,24,6,7,112,0,6,7,12,68,67,12,5,2
20030506KCABOS0,KCA,30,BOS,1,-4,20,11,100,93,129,4,1,18,24,20,9,0,524,217,21,0,11,2,4,0,27,31,157,240,41,9,2,4,26,4,0,39,2,2,1,0,360,10,118,35,2,31,57,3,11,118,0,12,5,15,101,96,13,5,0
20030708TEXMIN0,MIN,88,TEX,0,-2,20,6,92,126,154,0,0,0,0,20,4,0,543,194,8,2,20,8,6,0,56,55,377,521,80,19,1,19,29,3,1,104,1,5,0,0,332,5,120,37,8,15,45,2,4,101,0,3,4,17,79,78,9,2,2
20030831DETCHA0,DET,135,CHA,1,-5,20,4,94,139,123,18,8,54,87,20,15,0,540,217,16,0,20,4,11,0,67,70,349,513,103,34,3,11,28,1,4,26,0,0,2,0,329,4,126,23,7,27,50,2,6,130,0,7,2,19,90,73,14,8,1
20030522OAKMIN0,OAK,46,MIN,1,-1,20,12,88,62,135,2,1,7,5,20,7,0,530,206,16,1,17,6,3,0,44,42,262,398,78,19,0,10,29,2,3,48,1,1,0,0,388,11,113,40,5,17,54,7,5,97,0,2,6,17,93,82,3,2,1
20030826HOULAN0,LAN,130,HOU,0,-14,20,13,77,52,144,0,0,0,0,20,4,0,556,246,13,0,20,9,8,0,68,66,374,516,84,19,3,23,27,2,1,93,1,1,1,0,370,8,101,36,3,14,45,8,8,107,0,9,4,22,69,66,13,9,2
20030331ATLMON0,ATL,1,MON,1,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,4,0,31,28,360,491,87,14,2,9,21,3,2,73,0,1,2,0,334,4,107,32,2,24,49,5,6,94,0,7,3,14,78,76,9,3,1
20030331ARILAN0,ARI,1,LAN,1,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,3,0,40,35,451,599,65,27,3,13,42,8,1,198,0,2,1,0,300,8,112,26,6,21,63,5,6,107,0,4,2,10,85,89,11,6,0
20030709DETCHA0,DET,88,CHA,1,2,20,5,71,116,131,10,4,21,44,20,7,0,516,208,16,3,17,2,13,0,58,54,291,423,69,29,4,9,28,2,2,75,2,8,0,0,326,5,105,29,6,21,47,2,6,96,0,5,9,8,63,69,5,9,0
20030528FLOMON1,FLO,53,MON,1,1,20,8,80,76,137,4,1,13,22,20,3,0,520,202,8,2,2,1,0,0,1,1,25,36,9,1,0,0,1,1,0,7,0,0,0,0,298,4,109,31,4,24,51,3,5,104,0,3,7,11,71,71,16,11,0
20030916MINCHA0,CHA,150,MIN,0,-3,20,12,112,74,138,16,9,69,70,20,4,0,534,177,11,1,20,12,5,0,47,48,417,563,87,26,3,12,23,5,2,132,0,1,1,0,352,1,107,42,1,39,57,6,10,112,0,6,5,11,108,112,11,3,1
20030609ANAPHI0,ANA,61,PHI,1,-3,20,11,120,90,132,0,0,0,0,20,12,0,539,197,13,2,20,9,8,0,51,50,407,572,80,32,3,12,33,7,2,68,0,6,0,0,353,6,125,31,7,25,65,5,9,110,0,3,8,21,107,109,21,7,0
20030703BALTOR0,BAL,82,TOR,1,1,20,7,93,115,148,6,2,30,44,20,10,0,552,208,15,1,20,7,7,0,57,53,337,497,86,19,2,13,41,7,3,71,0,2,2,0,399,8,157,33,5,27,48,6,5,99,0,5,3,11,106,102,17,3,1
20030418ANASEA0,ANA,17,SEA,1,-6,16,8,89,72,105,3,2,8,6,16,2,0,411,143,12,0,20,9,5,0,62,58,370,531,82,17,3,19,42,4,0,92,1,4,1,0,352,6,118,35,2,28,59,2,7,102,0,8,5,16,108,110,9,4,0
20030511FLOCOL0,FLO,39,COL,1,5,20,8,73,94,141,2,1,9,9,20,9,1,564,212,15,2,20,5,7,0,61,58,313,456,75,25,2,18,25,6,4,67,1,1,0,0,345,5,111,41,7,17,47,7,3,115,0,8,6,14,70,65,23,10,1
20030520HOUSLN0,HOU,45,SLN,1,1,20,12,105,85,144,5,3,19,22,20,3,0,531,227,8,0,20,8,6,0,41,45,368,515,79,23,3,7,46,6,4,106,0,3,1,0,333,8,108,38,2,17,61,8,6,117,0,4,5,16,94,80,9,3,1
20030924HOUSFN0,SFN,157,HOU,0,-1,20,14,113,84,150,5,4,33,20,20,4,0,550,198,11,2,20,11,8,0,55,58,429,598,90,35,4,12,34,3,3,82,0,5,0,0,315,5,97,35,2,16,44,1,2,97,0,5,3,19,62,65,12,7,2
20030706OAKANA0,OAK,87,ANA,1,1,20,11,95,83,148,8,3,32,44,20,1,0,543,232,8,1,20,7,3,0,53,46,425,576,97,18,1,8,33,6,3,82,0,3,2,0,386,5,107,31,4,26,68,5,9,96,1,2,6,14,90,93,5,2,0
20030726TORBAL0,BAL,101,TOR,0,5,20,13,100,73,128,11,5,59,66,20,4,0,526,174,9,0,14,2,9,0,55,57,240,369,56,23,4,15,38,0,0,47,1,1,1,0,331,3,126,29,2,16,36,6,8,104,0,6,5,17,89,75,13,4,1
20030414MILSLN0,SLN,12,MIL,0,2,11,6,71,60,92,3,3,24,13,11,7,0,311,123,7,0,20,7,6,0,79,74,376,537,81,30,4,22,33,1,3,66,0,3,1,0,324,4,122,42,1,27,74,10,9,101,0,10,5,18,112,118,6,5,2
20030622SLNKCA0,SLN,74,KCA,1,-3,20,12,131,125,162,2,1,12,11,20,4,0,537,189,10,0,20,6,8,0,53,57,339,503,64,28,1,18,54,10,2,67,0,5,0,0,279,6,112,41,6,15,46,7,5,99,0,5,4,7,83,83,9,4,0
20030802SEACHA0,SEA,110,CHA,1,10,20,10,104,95,148,7,5,43,26,20,2,0,532,201,7,0,20,6,9,0,56,53,401,543,87,11,1,24,30,4,2,60,1,1,4,0,363,4,124,28,3,23,69,1,8,128,0,1,5,15,82,98,9,1,0
20030417LANSDN0,LAN,16,SDN,1,1,15,6,50,45,114,6,2,12,19,15,1,0,420,186,13,2,2,1,1,0,5,5,36,54,7,2,0,2,7,0,0,9,1,0,0,0,347,11,114,31,2,15,53,5,9,95,0,7,2,14,72,65,11,7,1
20030718MINOAK0,OAK,95,MIN,0,-1,20,10,81,87,140,6,1,22,27,20,6,0,534,235,12,1,20,8,6,0,48,49,403,560,86,13,2,14,50,4,0,78,0,0,0,0,399,8,107,34,5,18,54,7,9,93,0,2,5,12,85,66,5,1,1
20030423CINLAN0,LAN,21,CIN,0,-3,20,9,76,67,149,1,1,2,1,20,1,0,555,230,19,2,3,1,1,0,8,8,57,81,9,3,0,3,9,0,0,16,1,0,0,0,340,11,117,31,2,12,54,3,10,106,0,7,3,16,72,63,15,6,2
20030708SDNLAN0,LAN,88,SDN,0,-3,20,7,52,62,126,11,3,25,47,20,6,0,535,209,12,0,10,2,2,0,29,33,141,214,35,8,2,10,23,0,1,31,0,0,0,0,271,8,65,26,2,8,24,2,4,92,0,3,2,9,38,42,5,5,0
20030712DETBOS0,BOS,92,DET,0,2,20,13,137,84,162,5,5,35,11,20,12,0,558,212,7,3,20,10,3,0,36,35,382,513,68,25,2,7,33,5,0,137,0,3,1,0,398,3,127,46,6,37,81,11,8,112,0,2,7,13,129,128,10,2,0
20030811CHNHOU0,HOU,118,CHN,0,2,20,10,75,68,121,9,4,39,31,20,7,0,531,216,11,0,20,8,9,0,58,61,344,485,71,23,4,12,40,5,0,99,0,4,1,0,355,9,96,29,4,27,47,5,10,108,0,6,4,15,82,82,1,2,0
20030412DETCHA0,DET,10,CHA,1,1,9,0,14,54,43,4,0,4,27,9,7,1,234,91,4,1,10,1,6,0,35,32,154,240,45,15,2,7,18,2,0,24,0,2,0,0,365,7,80,18,1,5,33,0,3,137,0,3,2,14,39,34,6,3,1
20030815PHISLN0,SLN,122,PHI,0,-3,20,12,99,93,120,0,0,0,0,20,7,2,533,202,6,3,20,11,5,0,63,62,424,595,88,27,3,15,33,7,1,96,0,2,0,0,353,5,108,34,3,19,62,8,3,104,0,12,9,13,94,89,2,2,1
20030420BALTBA0,TBA,18,BAL,0,-3,17,6,88,119,121,5,3,36,34,17,7,0,470,179,16,0,3,0,1,0,18,17,39,71,15,9,0,3,3,2,1,7,0,2,0,0,352,9,124,35,3,14,23,4,7,115,0,6,5,17,85,78,9,7,1
20030427NYNARI2,NYN,25,ARI,1,-4,20,9,74,83,145,2,1,5,9,20,8,1,526,226,20,0,3,1,1,0,8,6,52,76,18,5,0,1,0,1,0,8,0,1,0,0,299,11,95,27,3,13,51,1,10,123,0,5,3,10,67,64,11,6,1
20030611BOSSLN0,SLN,63,BOS,0,-12,20,12,127,109,141,1,1,9,7,20,11,0,534,193,14,0,20,7,6,0,70,67,388,564,97,32,5,16,35,2,2,72,0,3,1,0,325,5,121,44,3,29,48,7,7,107,0,3,6,18,114,113,12,4,2
20030708HOUCIN0,CIN,88,HOU,0,-3,20,6,74,102,141,4,1,8,16,20,7,0,531,222,16,4,20,4,10,0,60,61,352,530,93,19,5,13,62,2,4,71,0,3,0,0,338,2,113,33,2,18,46,5,13,134,0,16,3,17,79,78,10,2,0
20030819COLFLO0,COL,128,FLO,1,8,20,7,95,105,135,3,1,11,16,20,5,0,525,250,17,2,20,6,3,0,67,61,330,488,68,18,3,26,41,3,3,42,1,0,0,0,310,6,87,37,3,19,67,7,9,104,0,5,6,14,81,85,4,4,0
20030501SFNCHN0,SFN,27,CHN,1,-4,20,13,96,93,158,2,1,7,4,20,3,0,549,206,8,1,20,12,3,0,51,43,362,516,66,19,4,12,61,3,2,65,2,14,1,0,335,10,108,34,4,21,74,14,8,114,0,7,4,16,98,85,15,3,0
20030509SEACHA0,CHA,35,SEA,0,-3,20,8,78,104,119,3,0,5,26,20,10,0,517,211,12,1,20,9,5,0,63,65,370,539,77,21,2,22,45,3,1,97,1,7,1,0,372,4,104,39,4,16,57,6,8,87,0,4,4,21,66,81,5,3,1
20030722FLOMON0,FLO,100,MON,1,8,20,12,110,105,136,11,6,46,44,20,6,0,537,222,13,1,20,6,9,0,56,60,358,498,73,37,2,14,17,2,5,82,2,1,0,0,346,8,103,36,6,21,53,2,9,114,0,7,6,9,101,98,19,6,1
20030826MONPHI0,MON,133,PHI,1,4,20,10,77,68,135,14,5,55,59,20,5,0,531,204,7,1,19,7,6,0,43,44,323,461,69,23,3,6,42,6,4,52,0,7,0,0,328,1,111,28,4,19,64,5,3,123,0,5,6,16,86,74,9,5,1
20030601SLNPIT0,PIT,55,SLN,0,-1,20,10,97,95,147,5,3,27,29,20,4,0,546,217,10,1,20,5,8,0,65,61,334,496,79,21,5,16,44,2,4,73,0,2,3,0,351,4,137,30,1,16,63,7,10,110,0,6,4,17,90,74,10,3,2
20030719TBATEX0,TEX,96,TBA,0,4,20,11,98,110,129,7,5,43,33,20,7,3,531,190,14,1,20,5,8,0,65,69,309,478,66,24,5,18,57,4,2,86,0,7,0,0,351,5,115,23,6,29,32,5,8,108,0,2,8,15,82,93,3,1,2
20030415BOSTBA0,BOS,13,TBA,1,1,12,7,80,73,89,4,3,34,24,12,3,0,336,111,7,0,14,4,4,0,43,35,229,339,52,21,1,10,24,3,0,84,0,4,0,0,371,9,104,54,2,23,77,5,9,129,0,2,10,22,109,118,8,3,3
20030416MINDET0,DET,13,MIN,0,-2,12,1,24,66,62,4,0,6,20,12,8,1,312,115,5,1,13,2,8,0,46,53,235,346,55,13,5,14,26,4,0,46,1,3,0,0,368,6,96,22,2,7,42,0,5,133,0,3,4,16,39,41,4,3,1
20030502HOUFLO0,HOU,28,FLO,1,1,20,6,79,103,154,0,0,0,0,20,10,0,533,220,13,0,1,0,0,0,0,1,16,17,3,0,0,0,0,0,0,1,0,1,0,0,353,9,101,34,3,23,57,2,6,93,0,3,2,16,76,76,9,6,0
20030420NYNFLO0,NYN,19,FLO,1,3,18,7,62,80,128,5,2,20,18,18,6,1,472,190,16,0,20,9,8,0,47,48,347,502,83,27,2,9,46,4,6,67,0,3,1,0,320,10,95,28,3,12,54,3,9,125,0,14,2,16,62,57,6,7,2
20030602SFNCOL0,SFN,56,COL,1,-3,20,10,94,86,162,7,4,32,31,20,5,0,539,214,12,2,20,10,4,0,45,43,414,553,68,16,4,9,45,3,1,153,0,8,1,0,358,9,120,35,5,21,77,11,3,109,0,8,6,19,85,72,11,2,1
20030927NYABAL0,BAL,162,NYA,0,-4,20,7,68,117,130,18,6,60,96,20,6,0,516,191,16,2,20,5,7,0,57,58,368,568,108,19,2,16,48,6,7,75,0,5,1,0,328,7,120,25,2,14,34,1,2,110,0,6,4,8,66,63,8,4,2
20030706PHIFLO0,FLO,89,PHI,0,3,20,13,109,101,128,9,5,37,37,20,9,0,534,197,10,1,20,7,9,0,63,64,378,536,93,25,4,6,33,3,3,82,1,3,2,0,338,12,97,33,6,23,61,5,8,86,0,3,4,15,99,101,15,9,1
20030617COLSDN0,SDN,72,COL,0,1,20,8,89,96,164,7,3,31,44,20,7,0,534,210,9,0,20,6,7,0,55,58,364,529,76,20,4,19,50,4,3,112,1,4,1,0,307,3,115,34,2,12,46,5,8,120,0,7,4,15,71,69,11,5,1
20030601CHNHOU0,CHN,55,HOU,1,-6,20,11,74,85,141,5,3,17,21,20,5,0,573,230,11,1,20,7,8,0,42,41,397,559,66,18,2,15,57,11,2,161,0,5,1,0,345,5,135,34,2,20,41,4,8,136,0,9,2,14,74,79,7,7,2
20030405KCACLE0,KCA,5,CLE,1,2,4,4,25,11,34,1,1,5,1,4,0,0,108,47,1,0,13,5,4,0,32,36,241,336,56,16,1,8,23,1,0,50,0,2,0,0,332,12,121,40,2,11,49,7,7,98,0,2,4,12,95,76,16,3,1
20030528BALANA0,BAL,51,ANA,1,4,20,8,112,114,140,4,3,32,21,20,6,0,520,214,8,2,20,6,10,0,59,59,343,498,81,21,2,15,38,8,2,83,0,2,1,0,366,6,134,34,3,21,44,7,7,100,0,7,8,16,103,106,7,7,2
20030507MONSDN0,MON,33,SDN,1,3,20,11,86,83,129,1,1,4,2,20,6,0,543,217,12,2,8,3,2,0,17,16,148,203,25,9,1,2,18,2,1,27,0,5,0,0,308,9,103,38,2,21,69,11,4,118,0,1,5,21,83,84,9,5,0
20030615CHASDN0,CHA,68,SDN,1,-1,20,9,83,89,129,2,2,11,8,20,4,0,534,201,12,2,20,8,8,0,55,58,354,494,70,24,1,17,41,2,1,72,0,5,0,0,362,11,95,34,0,23,66,2,7,114,0,5,1,14,73,72,16,4,2
20030624NYNFLO0,FLO,78,NYN,0,4,20,12,99,86,117,10,5,33,43,20,10,0,528,182,9,1,20,7,8,0,61,57,352,506,77,35,7,9,34,2,6,91,4,2,0,0,316,6,95,29,5,22,49,6,5,82,0,6,2,13,88,85,13,6,2
20030629CLECIN0,CLE,79,CIN,1,2,20,8,84,90,151,2,1,7,5,20,15,0,570,255,19,1,17,7,6,0,58,50,301,432,70,22,2,13,27,4,2,52,3,7,3,0,352,12,109,40,2,11,70,1,3,108,0,7,9,15,72,84,19,6,0
20030725BOSNYA0,NYA,101,BOS,0,1,20,12,89,94,149,10,6,53,53,20,5,1,528,213,16,1,20,13,3,0,60,58,427,579,108,26,2,19,6,6,0,75,0,2,1,0,365,3,121,35,1,26,82,4,12,116,0,4,3,16,103,91,14,2,4
20030829HOUSDN0,SDN,135,HOU,0,6,20,9,81,102,165,0,0,0,0,20,3,0,534,194,8,2,20,6,8,0,59,58,334,499,75,28,3,12,38,7,4,90,1,4,1,0,348,5,124,32,7,12,73,5,4,119,0,5,1,18,75,68,4,3,1
20030331BALCLE0,BAL,1,CLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,8,0,59,60,401,548,77,18,5,18,39,4,1,95,1,1,2,0,398,4,93,39,2,14,51,0,5,111,0,5,4,23,59,59,10,6,0
20030521HOUSLN0,SLN,44,HOU,0,3,20,11,100,71,125,6,2,24,22,20,3,0,530,200,3,0,20,12,3,0,36,36,400,527,75,21,3,10,26,4,1,97,0,1,1,0,364,4,102,40,3,28,35,7,14,101,0,10,9,14,99,98,4,5,2
20030606SLNBAL0,BAL,59,SLN,0,-2,20,10,113,110,147,0,0,0,0,20,4,0,520,211,9,4,20,5,8,0,67,68,355,510,74,34,4,21,29,6,3,74,0,3,3,0,346,7,133,36,3,21,49,4,6,100,0,11,8,15,103,102,11,7,2
20030904TORNYA0,TOR,139,NYA,1,-1,20,10,106,119,156,17,9,89,83,20,11,0,522,233,14,0,20,9,9,0,82,85,372,546,96,31,5,16,38,4,3,56,0,6,1,0,332,6,114,51,2,22,69,10,9,122,0,0,10,19,91,101,6,4,0
20030910CHAMIN0,CHA,145,MIN,1,-3,20,15,123,66,133,14,9,66,61,20,2,0,537,163,7,1,20,9,6,0,50,53,384,536,80,22,3,16,44,2,1,79,0,3,1,0,351,5,111,41,5,41,59,5,9,97,0,3,4,15,118,123,14,4,1
20030705BALTOR0,TOR,88,BAL,0,-7,20,10,103,99,137,8,4,54,44,20,9,0,528,219,15,3,20,10,6,0,72,74,393,556,84,32,7,14,31,2,1,83,1,6,1,0,367,4,119,41,2,29,63,1,11,110,0,0,9,20,105,109,1,2,0
20030816PHISLN0,SLN,123,PHI,0,-1,20,12,98,90,120,1,0,4,7,20,5,0,530,201,5,3,8,3,3,0,18,18,130,192,38,10,1,3,14,1,0,27,0,3,0,0,344,3,103,38,2,18,57,8,5,83,0,6,11,18,87,90,3,3,2
20030512PITHOU0,PIT,38,HOU,1,-5,20,7,74,93,142,4,0,16,37,20,4,0,534,242,9,1,8,2,1,0,16,17,137,191,33,6,1,3,15,3,2,23,0,1,0,0,345,4,116,31,3,10,55,5,9,105,0,3,4,8,75,68,16,5,1
20030514NYAANA0,NYA,39,ANA,1,-2,20,11,111,94,155,4,2,22,21,20,10,0,531,181,13,3,20,14,2,0,57,52,418,574,86,32,1,18,14,6,1,90,0,1,0,0,381,5,121,34,1,30,86,7,11,123,0,2,2,23,115,107,12,2,0
20030918BOSTBA0,BOS,152,TBA,1,1,20,12,122,98,155,15,10,95,77,20,10,0,537,205,18,1,20,5,5,0,64,55,366,519,78,21,3,14,41,5,0,107,0,2,1,0,362,6,127,40,1,28,67,5,5,95,0,1,5,13,109,108,5,3,2
20030413BOSBAL0,BOS,12,BAL,1,2,11,6,78,73,83,4,2,27,24,11,3,0,309,99,7,0,20,11,7,0,52,53,401,544,85,19,3,12,31,8,0,73,0,6,0,0,394,11,121,61,2,25,67,7,9,117,0,3,8,24,124,121,7,5,2
20030617SEAANA0,SEA,69,ANA,1,4,20,15,105,53,146,7,4,33,26,20,2,0,537,205,4,3,20,8,6,0,50,46,387,531,87,18,0,16,29,6,1,64,0,0,2,0,369,9,148,37,4,18,56,6,2,103,0,1,4,14,101,100,16,5,2
20030418KCADET0,KCA,15,DET,1,1,14,11,73,49,109,2,2,13,8,14,5,0,371,156,14,0,20,3,8,0,62,62,331,491,69,35,1,21,40,1,2,71,0,1,1,0,337,13,122,37,1,23,67,6,13,125,0,3,7,11,104,99,14,2,2
20030820MILPHI0,PHI,125,MIL,0,-9,20,12,97,82,137,4,2,22,19,20,6,0,531,203,10,4,20,9,6,0,52,51,384,531,58,29,2,19,36,5,4,114,0,3,0,0,314,3,106,28,3,22,62,3,9,121,0,5,2,14,88,87,11,2,3
20030427TEXNYA0,TEX,25,NYA,1,3,20,9,95,116,154,2,0,7,10,20,15,0,545,206,16,1,20,7,7,0,64,64,355,544,86,24,3,13,66,16,1,95,1,7,0,0,312,6,117,36,5,36,72,3,9,153,0,5,2,10,103,96,9,6,3
20030512SDNFLO0,SDN,38,FLO,1,-5,20,5,77,114,147,0,0,0,0,20,6,0,529,210,18,1,8,2,2,0,24,25,131,195,26,9,1,5,19,3,2,29,1,0,0,0,327,6,102,25,0,13,61,1,5,104,0,4,2,18,55,63,5,2,1
20030712TORNYA0,NYA,92,TOR,0,-7,20,14,102,88,175,12,7,70,57,20,8,0,537,216,18,0,20,12,5,0,44,41,415,538,74,25,1,12,22,1,2,139,0,4,1,0,321,5,134,21,1,22,83,3,14,114,0,1,0,19,89,85,9,3,4
20030607COLKCA2,KCA,59,COL,0,4,20,6,94,126,132,1,1,13,11,20,8,0,543,215,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,8,101,21,3,18,52,4,4,102,0,4,2,10,76,69,14,4,0
20030619COLSDN0,SDN,74,COL,0,-5,20,8,86,94,164,9,4,38,52,20,7,0,528,202,10,0,20,5,11,0,70,67,386,551,92,20,4,14,32,11,5,84,0,4,0,0,335,3,107,39,2,16,53,2,7,90,0,9,4,14,78,64,3,7,0
20030531KCAOAK0,OAK,54,KCA,0,1,20,10,90,71,137,5,3,21,19,20,8,0,527,211,13,1,20,6,6,0,53,53,335,478,58,21,3,20,38,3,2,79,2,6,0,0,388,10,105,42,3,17,54,4,6,100,0,3,6,11,85,79,5,1,0
20030830NYNPHI0,NYN,134,PHI,1,-2,20,13,84,54,131,13,7,56,73,20,3,0,523,193,11,0,20,6,9,0,51,58,337,483,84,17,6,16,42,1,3,47,0,1,0,0,336,10,112,28,0,20,73,7,8,105,0,9,2,20,94,74,14,3,3
20030507HOUPIT0,HOU,33,PIT,1,9,20,9,94,98,156,2,2,18,10,20,6,0,536,226,12,0,2,0,0,0,3,4,31,38,4,3,0,2,1,0,0,4,0,1,0,0,334,10,95,34,3,24,61,5,7,103,0,1,3,16,83,83,8,4,1
20030712SLNSDN0,SDN,95,SLN,0,-2,20,12,101,79,122,1,0,2,4,20,14,0,534,221,14,2,20,4,6,0,55,54,332,497,55,17,5,19,71,6,2,109,0,8,0,0,367,7,124,16,3,21,43,2,6,98,0,5,6,14,88,97,6,5,1
20030910KCACLE0,CLE,146,KCA,0,-2,20,8,100,108,121,14,4,47,62,20,15,0,540,178,13,0,2,0,1,0,10,11,25,43,7,3,0,3,4,1,0,5,0,0,1,0,346,7,114,33,6,26,44,3,11,123,0,6,5,17,93,87,10,13,0
20030817NYNCOL0,NYN,122,COL,1,2,20,10,101,90,134,5,3,40,25,20,4,0,531,177,11,0,20,9,6,0,63,63,343,531,82,27,3,11,62,8,9,90,1,4,0,0,328,3,117,38,3,11,40,3,8,104,0,6,10,14,80,86,17,2,1
20030417NYATOR0,TOR,16,NYA,0,-4,15,6,85,95,109,6,1,28,48,15,12,0,405,156,17,2,20,9,5,0,60,60,353,500,71,34,1,14,39,3,3,68,1,1,2,0,332,4,105,49,3,21,66,5,10,148,0,0,7,11,108,99,2,5,0
20030820BOSOAK0,OAK,126,BOS,0,2,20,12,86,69,123,5,3,17,16,20,11,0,537,204,10,1,20,5,9,0,63,62,346,509,73,24,2,20,36,5,2,85,4,4,0,0,389,10,104,36,3,24,44,6,5,105,0,2,8,12,86,90,9,1,1
20030816TEXCHA0,CHA,123,TEX,0,-4,20,11,121,110,142,1,0,5,11,20,8,0,528,199,13,2,20,8,9,0,58,61,429,579,93,24,1,15,33,3,3,110,2,5,3,0,355,4,133,33,2,31,61,3,6,117,0,4,5,14,110,108,7,1,1
